id_venda,data_venda,ano,mes,dia,quantidade,valor_total,canal_venda,nome_produto,categoria,linha,nome_cliente,estado,categoria_email
2379,2025-09-04 12:41:58,2025,9,4,2,341.14,App,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Lunna Casa Grande,AP,Outros
2487,2025-01-21 05:02:00,2025,1,21,3,369.45,Site,Base Mate - Variação 2,Maquiagem,Base Mate,Antônio Azevedo,PR,Outros
2468,2025-10-02 10:14:18,2025,10,2,2,321.40,Site,Base Mate - Variação 3,Maquiagem,Base Mate,Caio da Mota,CE,Outros
1536,2025-02-06 06:44:47,2025,2,6,3,512.37,Site,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Srta. Juliana Nascimento,MT,Outros
1481,2025-02-18 07:52:46,2025,2,18,1,141.35,Site,Malbec - Variação 3,Perfumaria,Malbec,Manuela Silva,PI,Outros
2278,2025-09-08 00:30:34,2025,9,8,4,683.16,Site,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Erick Garcia,SE,Outros
1521,2024-12-24 18:42:31,2024,12,24,2,96.80,Loja Física,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Maria Isis Macedo,RR,Outros
1469,2025-05-05 10:17:51,2025,5,5,1,247.43,Revendedora,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Sr. Pedro Henrique Castro,AP,Gmail User
1617,2025-07-27 09:34:29,2025,7,27,3,335.25,Loja Física,Floratta - Variação 2,Perfumaria,Floratta,Maria Laura Melo,PI,Outros
1934,2025-06-29 22:19:29,2025,6,29,3,145.20,Loja Física,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Otto Nascimento,MG,Outros
2104,2025-09-24 20:12:15,2025,9,24,2,73.98,Loja Física,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Vicente Marques,RR,Outros
1118,2025-10-30 00:10:58,2025,10,30,4,864.12,Site,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Luísa Sales,AL,Outros
1632,2025-06-15 18:35:36,2025,6,15,1,141.35,App,Malbec - Variação 3,Perfumaria,Malbec,Luana Santos,GO,Outros
1486,2025-10-20 23:49:46,2025,10,20,5,1193.15,Loja Física,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Ana Gomes,TO,Outros
2244,2025-10-01 10:04:28,2025,10,1,5,1112.40,App,Quasar - Variação 1,Perfumaria,Quasar,Cauã Abreu,RR,Outros
1597,2025-02-09 18:02:16,2025,2,9,1,123.15,Revendedora,Base Mate - Variação 2,Maquiagem,Base Mate,Theodoro Campos,SP,Outros
2017,2025-04-21 08:16:14,2025,4,21,4,193.60,App,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Davi Lucca Pimenta,PE,Outros
2614,2025-01-17 22:35:03,2025,1,17,4,954.52,Loja Física,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Sr. Luigi Mendonça,PR,Outros
1902,2025-01-09 20:16:21,2025,1,9,3,424.05,Loja Física,Malbec - Variação 3,Perfumaria,Malbec,Alexia da Rosa,PR,Gmail User
2193,2025-10-09 00:05:43,2025,10,9,2,303.82,Revendedora,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Maria Alice Macedo,RO,Outros
2259,2025-09-05 11:13:50,2025,9,5,3,658.05,Site,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,Isaque Farias,MT,Outros
2131,2025-06-11 07:24:54,2025,6,11,4,552.20,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Mirella Farias,RR,Outros
1820,2025-09-30 07:38:50,2025,9,30,5,753.50,Loja Física,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Ana Clara Porto,MT,Outros
2273,2025-04-25 11:54:25,2025,4,25,5,912.65,Loja Física,Máscara Capilar - Variação 2,Cabelos,Máscara Capilar,Davi Miguel Jesus,AL,Gmail User
1969,2025-08-27 05:44:39,2025,8,27,4,306.36,App,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,João Pedro Rodrigues,PB,Outros
1039,2025-01-22 01:56:52,2025,1,22,4,492.60,Site,Base Mate - Variação 2,Maquiagem,Base Mate,Dra. Maria Eduarda Sá,RN,Outros
1852,2025-11-26 23:43:42,2025,11,26,5,944.55,Loja Física,Malbec - Variação 2,Perfumaria,Malbec,Yan Fogaça,ES,Outros
1770,2025-06-16 01:16:12,2025,6,16,4,682.28,Revendedora,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Zoe Sampaio,SP,Outros
1639,2025-02-28 00:09:30,2025,2,28,1,123.15,Site,Base Mate - Variação 2,Maquiagem,Base Mate,Srta. Maria Alice Montenegro,SC,Outros
1062,2025-02-09 12:00:00,2025,2,9,4,919.56,App,Quasar - Variação 3,Perfumaria,Quasar,Noah Ramos,RR,Outros
2695,2025-04-01 13:41:43,2025,4,1,4,836.40,Site,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Maria Clara Dias,AP,Outros
1070,2025-01-31 16:14:58,2025,1,31,3,327.75,Loja Física,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Sofia Pires,PB,Outros
2615,2025-02-26 10:43:18,2025,2,26,1,216.03,Revendedora,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Clara Sousa,RJ,Outros
1946,2025-09-10 07:09:43,2025,9,10,3,610.11,Loja Física,Glamour - Variação 1,Perfumaria,Glamour,Isis Garcia,RO,Outros
1590,2025-12-04 05:36:43,2025,12,4,5,1112.40,App,Quasar - Variação 1,Perfumaria,Quasar,Enrico Ramos,TO,Outros
2037,2025-03-01 12:54:50,2025,3,1,1,31.43,Loja Física,Quasar - Variação 2,Perfumaria,Quasar,Emilly Pinto,AL,Outros
2048,2025-02-07 02:24:22,2025,2,7,4,250.80,Site,Glamour - Variação 2,Perfumaria,Glamour,Rodrigo Vieira,GO,Outros
2116,2025-08-04 06:20:51,2025,8,4,2,406.74,Site,Glamour - Variação 1,Perfumaria,Glamour,Luiz Otávio Pimenta,PR,Outros
1377,2025-11-20 15:27:07,2025,11,20,1,226.80,Loja Física,Floratta - Variação 1,Perfumaria,Floratta,Miguel Guerra,AM,Outros
1284,2025-08-09 13:04:41,2025,8,9,1,151.91,Loja Física,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,José Sales,PI,Outros
2247,2025-05-15 14:44:42,2025,5,15,3,414.15,Site,Glamour - Variação 3,Perfumaria,Glamour,João Felipe Melo,RS,Outros
1945,2025-06-16 08:22:09,2025,6,16,3,370.38,Revendedora,Shampoo Match - Variação 2,Cabelos,Shampoo Match,Kaique da Cunha,MA,Outros
1919,2025-12-02 22:30:21,2025,12,2,2,218.50,Revendedora,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Dr. Pietro Barros,ES,Outros
2143,2024-12-19 21:11:15,2024,12,19,2,223.50,Revendedora,Floratta - Variação 2,Perfumaria,Floratta,Sr. Gustavo Henrique Cavalcante,PR,Outros
2006,2025-03-19 10:49:58,2025,3,19,2,420.40,Revendedora,Base Mate - Variação 1,Maquiagem,Base Mate,Pedro da Rocha,RN,Outros
1813,2025-05-11 12:09:04,2025,5,11,3,680.40,Revendedora,Floratta - Variação 1,Perfumaria,Floratta,Dr. Gabriel Duarte,PR,Gmail User
2268,2025-08-07 18:09:36,2025,8,7,3,247.38,Revendedora,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Maria Helena Albuquerque,PA,Outros
1917,2025-02-15 18:37:31,2025,2,15,2,223.50,App,Floratta - Variação 2,Perfumaria,Floratta,Kamilly Pacheco,PI,Gmail User
2024,2025-03-11 00:35:45,2025,3,11,1,160.80,Loja Física,Floratta - Variação 3,Perfumaria,Floratta,Gael Almeida,RS,Outros
2087,2025-07-10 16:50:42,2025,7,10,4,492.60,Site,Base Mate - Variação 2,Maquiagem,Base Mate,Maria Vitória Souza,GO,Outros
1280,2025-10-05 12:55:20,2025,10,5,3,188.10,Revendedora,Glamour - Variação 2,Perfumaria,Glamour,Miguel Abreu,MG,Outros
1412,2024-12-11 01:04:22,2024,12,11,4,147.96,Loja Física,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Srta. Lunna Vieira,BA,Outros
1433,2025-03-13 02:02:57,2025,3,13,4,580.52,Loja Física,Egeo - Variação 3,Perfumaria,Egeo,Thiago Borges,RO,Outros
2256,2025-02-08 07:56:13,2025,2,8,3,229.77,Loja Física,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Maria Sophia Lima,MA,Outros
1010,2025-06-16 09:32:23,2025,6,16,3,94.29,Revendedora,Quasar - Variação 2,Perfumaria,Quasar,Dr. Igor Garcia,GO,Outros
2204,2025-09-01 13:48:42,2025,9,1,1,210.20,Site,Base Mate - Variação 1,Maquiagem,Base Mate,Maria Júlia Ribeiro,PA,Outros
1836,2025-10-01 06:46:08,2025,10,1,1,170.79,Loja Física,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Dra. Eduarda Dias,PR,Outros
2606,2025-11-20 04:29:30,2025,11,20,1,141.35,Site,Malbec - Variação 3,Perfumaria,Malbec,Dr. Francisco Gomes,RJ,Outros
2061,2025-06-10 22:35:43,2025,6,10,4,919.56,Loja Física,Quasar - Variação 3,Perfumaria,Quasar,Bianca Machado,RR,Outros
1497,2025-01-05 08:30:49,2025,1,5,2,249.72,Site,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Maria Sophia Duarte,BA,Outros
1607,2025-06-03 13:03:25,2025,6,3,5,852.85,Site,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Olivia Carvalho,DF,Outros
2173,2025-01-12 01:30:50,2025,1,12,3,424.05,Site,Malbec - Variação 3,Perfumaria,Malbec,Nina Pires,MT,Gmail User
1286,2025-03-11 15:17:08,2025,3,11,1,111.75,Loja Física,Floratta - Variação 2,Perfumaria,Floratta,Luara Santos,PE,Outros
2390,2025-02-10 09:11:16,2025,2,10,4,989.72,Revendedora,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Ana Carolina Marques,AM,Outros
2348,2025-08-01 19:53:27,2025,8,1,5,944.55,Loja Física,Malbec - Variação 2,Perfumaria,Malbec,Ágatha Ferreira,RO,Outros
1249,2025-08-04 11:53:45,2025,8,4,4,602.80,Revendedora,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Sr. Luan Novais,AM,Gmail User
1871,2025-06-20 06:50:08,2025,6,20,1,169.06,App,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Leandro Guerra,AP,Outros
2419,2025-06-25 00:49:18,2025,6,25,3,145.20,Loja Física,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Sophia Guerra,TO,Outros
1345,2025-03-03 20:01:44,2025,3,3,2,246.30,Site,Base Mate - Variação 2,Maquiagem,Base Mate,Carolina Carvalho,RR,Gmail User
1865,2025-05-22 11:08:42,2025,5,22,1,160.80,App,Floratta - Variação 3,Perfumaria,Floratta,Yago Oliveira,RJ,Gmail User
1901,2025-05-25 16:05:03,2025,5,25,3,482.10,Site,Base Mate - Variação 3,Maquiagem,Base Mate,Luiz Gustavo da Rocha,CE,Outros
2118,2025-11-11 03:06:35,2025,11,11,2,432.06,Site,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Sra. Maria Eduarda Cavalcanti,PI,Outros
1929,2025-08-06 01:35:00,2025,8,6,4,755.64,App,Malbec - Variação 2,Perfumaria,Malbec,Dr. Renan da Luz,AC,Outros
1885,2024-12-30 21:12:42,2024,12,30,5,753.50,Revendedora,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Alice Jesus,AP,Outros
1910,2025-05-28 01:37:35,2025,5,28,5,753.50,App,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Paulo Sales,AM,Outros
2485,2025-09-10 04:49:33,2025,9,10,5,731.85,Loja Física,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Vitor Machado,TO,Gmail User
2133,2024-12-23 10:55:52,2024,12,23,4,499.44,Loja Física,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Eloá Pastor,PB,Outros
1795,2025-04-11 14:02:53,2025,4,11,1,188.91,Revendedora,Malbec - Variação 2,Perfumaria,Malbec,Beatriz Vieira,TO,Outros
1692,2024-12-10 16:30:06,2024,12,10,3,452.10,Site,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Otto Abreu,CE,Gmail User
1674,2025-01-13 17:00:39,2025,1,13,5,1016.85,Revendedora,Glamour - Variação 1,Perfumaria,Glamour,Sophie Camargo,RS,Outros
2360,2025-03-01 11:52:24,2025,3,1,3,648.09,App,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Lucas Gabriel Cardoso,ES,Gmail User
1418,2025-08-23 05:29:19,2025,8,23,3,742.29,Site,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Henry Pastor,RJ,Outros
2122,2025-10-21 09:11:08,2025,10,21,2,333.98,App,Egeo - Variação 2,Perfumaria,Egeo,Nicole Vargas,MS,Outros
2042,2025-11-29 00:03:28,2025,11,29,5,1134.00,App,Floratta - Variação 1,Perfumaria,Floratta,Maria Isis Fonseca,PE,Gmail User
1535,2025-05-05 23:49:41,2025,5,5,3,145.20,Site,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Yasmin Rocha,AP,Outros
1432,2025-01-20 22:06:01,2025,1,20,1,48.40,Site,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Lívia Jesus,RJ,Outros
1712,2025-02-09 21:29:49,2025,2,9,3,229.77,Revendedora,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Léo Cirino,AL,Outros
2191,2025-03-25 08:06:01,2025,3,25,5,759.55,Revendedora,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Amanda Guerra,MG,Outros
2906,2025-10-02 18:06:50,2025,10,2,1,209.10,Site,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Manuella Ferreira,DF,Outros
1365,2025-10-25 21:42:11,2025,10,25,4,250.80,Revendedora,Glamour - Variação 2,Perfumaria,Glamour,Sr. Marcelo Moraes,GO,Outros
1252,2025-09-28 23:22:54,2025,9,28,5,1230.00,Revendedora,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Vitor Pacheco,PB,Outros
1898,2024-12-19 03:33:42,2024,12,19,3,439.11,Loja Física,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Kevin Alves,RN,Outros
1508,2025-10-01 16:52:02,2025,10,1,1,123.15,App,Base Mate - Variação 2,Maquiagem,Base Mate,Marcela Alves,CE,Outros
1197,2025-11-05 08:04:45,2025,11,5,2,282.70,Site,Malbec - Variação 3,Perfumaria,Malbec,Otávio Cunha,AP,Outros
1938,2025-02-01 11:12:53,2025,2,1,3,689.67,Revendedora,Quasar - Variação 3,Perfumaria,Quasar,Dr. Felipe Albuquerque,RJ,Outros
2291,2025-08-31 10:47:40,2025,8,31,2,246.92,App,Shampoo Match - Variação 2,Cabelos,Shampoo Match,Dr. Samuel Montenegro,RO,Gmail User
1444,2025-10-01 12:07:07,2025,10,1,4,306.36,Loja Física,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Lucca Cavalcante,RN,Outros
1575,2025-03-17 14:18:43,2025,3,17,1,109.25,Revendedora,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Guilherme Monteiro,MT,Outros
2236,2025-11-24 18:39:52,2025,11,24,2,477.26,Loja Física,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,José Pinto,PA,Outros
1759,2025-05-10 16:04:51,2025,5,10,4,499.44,Site,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Srta. Maria Sophia da Mata,AP,Outros
1644,2025-07-04 23:24:51,2025,7,4,1,203.37,Loja Física,Glamour - Variação 1,Perfumaria,Glamour,Nicolas Fonseca,GO,Outros
2413,2024-12-28 03:39:42,2024,12,28,3,648.09,Revendedora,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Letícia Costela,RS,Outros
2248,2025-10-08 22:36:59,2025,10,8,3,229.77,Loja Física,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Nicole Costa,SE,Outros
1699,2025-11-17 13:03:06,2025,11,17,2,333.98,Site,Egeo - Variação 2,Perfumaria,Egeo,Isis Montenegro,GO,Outros
1707,2025-02-18 08:22:08,2025,2,18,4,304.28,Site,Egeo - Variação 1,Perfumaria,Egeo,Levi Lopes,SC,Outros
1984,2025-05-05 18:23:21,2025,5,5,3,738.00,Site,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,Marcela Borges,PR,Gmail User
2790,2025-01-08 21:37:54,2025,1,8,1,238.63,App,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,André Farias,SP,Outros
1396,2025-05-22 20:24:59,2025,5,22,5,759.55,Site,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Letícia Mendonça,RO,Gmail User
1008,2025-08-09 13:36:15,2025,8,9,2,297.50,App,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Valentina Pires,MS,Outros
2052,2025-08-26 12:52:51,2025,8,26,5,834.95,Site,Egeo - Variação 2,Perfumaria,Egeo,Rael Pacheco,PI,Gmail User
1215,2025-01-14 01:01:12,2025,1,14,3,228.21,Revendedora,Egeo - Variação 1,Perfumaria,Egeo,Dr. Renan Camargo,CE,Outros
1948,2025-02-03 00:28:52,2025,2,3,4,889.92,App,Quasar - Variação 1,Perfumaria,Quasar,Aurora Rios,MT,Outros
1873,2025-08-14 01:08:20,2025,8,14,5,731.85,Loja Física,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,João Pedro Montenegro,AL,Outros
1776,2025-10-14 21:19:00,2025,10,14,5,184.95,Revendedora,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Dra. Clarice Oliveira,SC,Outros
1473,2025-10-25 00:37:45,2025,10,25,2,246.30,Revendedora,Base Mate - Variação 2,Maquiagem,Base Mate,Theo Porto,MA,Gmail User
2145,2025-10-26 21:51:30,2025,10,26,2,276.10,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Cecília Viana,SC,Outros
1611,2025-11-19 10:14:08,2025,11,19,3,374.58,Revendedora,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Maria Luísa Gomes,TO,Outros
2313,2025-03-07 01:29:31,2025,3,7,2,153.18,App,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Maria Luísa Machado,CE,Outros
1089,2025-06-25 01:39:26,2025,6,25,4,667.96,Site,Egeo - Variação 2,Perfumaria,Egeo,Aurora Gonçalves,SP,Outros
2312,2025-01-02 11:56:54,2025,1,2,2,156.96,Loja Física,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Fernanda Porto,MT,Outros
1920,2025-08-01 07:32:04,2025,8,1,3,369.45,App,Base Mate - Variação 2,Maquiagem,Base Mate,Maria Helena Guerra,BA,Outros
1476,2025-06-18 22:34:06,2025,6,18,1,211.94,Loja Física,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Gabriela Viana,TO,Outros
2102,2025-07-30 02:24:57,2025,7,30,3,228.21,App,Egeo - Variação 1,Perfumaria,Egeo,Murilo Cirino,AC,Gmail User
2553,2025-12-05 04:29:20,2025,12,5,2,297.50,Loja Física,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Brenda Fernandes,GO,Outros
2393,2025-10-14 22:28:03,2025,10,14,5,912.65,App,Máscara Capilar - Variação 2,Cabelos,Máscara Capilar,Rebeca Costela,MA,Outros
1086,2025-09-15 00:45:28,2025,9,15,1,188.91,Site,Malbec - Variação 2,Perfumaria,Malbec,Emanuel Freitas,TO,Outros
2886,2025-10-15 23:57:50,2025,10,15,2,292.74,Revendedora,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Heloísa Brito,DF,Outros
1182,2025-01-19 05:29:12,2025,1,19,2,156.96,Loja Física,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Daniela Farias,DF,Outros
1799,2025-05-07 00:14:13,2025,5,7,4,602.80,Revendedora,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Sr. Rafael Araújo,RN,Gmail User
2207,2025-06-06 21:31:09,2025,6,6,4,575.80,App,Malbec - Variação 1,Perfumaria,Malbec,Maria Sophia Teixeira,AP,Outros
1756,2025-09-10 13:09:25,2025,9,10,3,235.44,Site,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Sra. Cecilia Melo,MG,Outros
2246,2025-06-19 22:14:38,2025,6,19,1,141.35,App,Malbec - Variação 3,Perfumaria,Malbec,Emanuella Porto,SC,Outros
1493,2024-12-26 23:42:57,2024,12,26,4,131.32,Loja Física,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Dr. Davi Luiz da Mota,CE,Outros
1720,2025-09-15 05:25:48,2025,9,15,3,369.45,Revendedora,Base Mate - Variação 2,Maquiagem,Base Mate,Sofia Barros,SE,Outros
2489,2025-06-05 07:09:45,2025,6,5,1,219.35,Loja Física,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,Mariane Barros,RS,Outros
1638,2025-02-17 04:25:25,2025,2,17,2,73.98,Revendedora,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Dra. Maria Isis Gonçalves,RS,Gmail User
1825,2025-01-28 03:04:30,2025,1,28,5,313.50,Revendedora,Glamour - Variação 2,Perfumaria,Glamour,Felipe Freitas,AM,Outros
2387,2025-02-28 01:52:55,2025,2,28,4,755.64,App,Malbec - Variação 2,Perfumaria,Malbec,Lara Sampaio,PE,Outros
1746,2025-07-15 13:16:38,2025,7,15,2,164.92,Loja Física,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Sara Vieira,RR,Outros
1464,2025-05-22 21:22:20,2025,5,22,1,170.57,App,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Ana Luiza Ramos,PA,Outros
2245,2025-07-19 21:07:34,2025,7,19,4,580.52,Revendedora,Egeo - Variação 3,Perfumaria,Egeo,Sr. Vicente Ribeiro,SE,Outros
2347,2025-06-27 01:18:04,2025,6,27,5,412.30,Site,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Raquel Siqueira,RR,Outros
1655,2024-12-23 19:16:50,2024,12,23,4,847.76,App,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Maria Helena da Mota,SE,Outros
1379,2025-07-13 03:53:06,2025,7,13,5,1096.75,Revendedora,Máscara Capilar - Variação 3,Cabelos,Máscara Capilar,Alícia Gonçalves,RO,Outros
1785,2025-07-03 04:50:09,2025,7,3,1,170.57,App,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Ana Clara Moreira,CE,Gmail User
2528,2025-11-01 20:30:28,2025,11,1,4,847.76,Revendedora,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Lívia Vasconcelos,SC,Outros
1157,2025-05-21 03:51:05,2025,5,21,4,565.40,Loja Física,Malbec - Variação 3,Perfumaria,Malbec,Davi Lucas da Luz,AP,Gmail User
2324,2025-04-07 12:03:13,2025,4,7,5,706.75,Site,Malbec - Variação 3,Perfumaria,Malbec,Isabella Borges,ES,Outros
1475,2025-05-04 14:44:05,2025,5,4,2,223.50,Loja Física,Floratta - Variação 2,Perfumaria,Floratta,Maya Abreu,BA,Outros
1477,2025-02-21 17:12:35,2025,2,21,1,151.91,App,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Anthony Gabriel Vargas,SC,Outros
2169,2025-06-08 01:10:56,2025,6,8,1,146.37,App,Máscara Capilar - Variação 1,Cabelos,Máscara Capilar,Clarice da Conceição,PA,Outros
1924,2025-10-04 06:19:27,2025,10,4,3,635.82,Revendedora,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Esther Correia,RR,Outros
2124,2025-01-03 04:21:59,2025,1,3,4,147.96,App,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,João Gabriel Vieira,SP,Outros
1914,2025-07-02 16:14:52,2025,7,2,3,547.59,Loja Física,Máscara Capilar - Variação 2,Cabelos,Máscara Capilar,Dra. Maria Helena Rezende,CE,Outros
2032,2025-03-19 19:30:04,2025,3,19,1,141.35,Revendedora,Malbec - Variação 3,Perfumaria,Malbec,Sr. Bernardo Casa Grande,RR,Gmail User
2422,2025-03-17 03:32:30,2025,3,17,5,392.40,Site,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Breno Viana,ES,Outros
2575,2025-03-16 14:56:10,2025,3,16,1,145.13,Loja Física,Egeo - Variação 3,Perfumaria,Egeo,Ana Laura Souza,SC,Outros
2805,2025-01-27 01:22:29,2025,1,27,5,690.25,Loja Física,Glamour - Variação 3,Perfumaria,Glamour,Noah Silveira,CE,Outros
1321,2024-12-26 12:24:11,2024,12,26,1,151.91,Loja Física,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Sra. Pietra Dias,ES,Outros
2240,2025-05-15 20:03:43,2025,5,15,4,607.64,Revendedora,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Ana Clara Nunes,MA,Outros
2478,2025-09-14 13:50:36,2025,9,14,5,1016.85,App,Glamour - Variação 1,Perfumaria,Glamour,Sra. Anna Liz Pires,MA,Gmail User
1275,2025-11-15 13:22:40,2025,11,15,2,297.50,App,Shampoo Match - Variação 3,Cabelos,Shampoo Match,Aylla Marques,RN,Outros
1939,2025-11-03 01:55:36,2025,11,3,2,96.80,Site,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Noah Montenegro,SC,Outros
1260,2025-03-30 08:38:36,2025,3,30,5,753.50,Revendedora,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Guilherme Guerra,RO,Gmail User
1494,2025-07-30 22:46:12,2025,7,30,1,188.91,Revendedora,Malbec - Variação 2,Perfumaria,Malbec,Felipe Barros,SE,Outros
1973,2025-04-27 10:14:29,2025,4,27,2,321.60,App,Floratta - Variação 3,Perfumaria,Floratta,Clara Duarte,TO,Outros
1830,2025-09-24 10:39:06,2025,9,24,3,648.09,Loja Física,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Sra. Mirella Jesus,PI,Gmail User
2284,2025-01-24 07:17:31,2025,1,24,1,111.75,Site,Floratta - Variação 2,Perfumaria,Floratta,Arthur Gabriel Rios,TO,Gmail User
1051,2025-05-08 10:12:52,2025,5,8,4,864.12,Loja Física,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Enzo Gabriel Oliveira,DF,Outros
1790,2025-02-09 15:09:54,2025,2,9,4,147.96,App,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Maya Albuquerque,BA,Gmail User
1413,2025-07-11 10:11:11,2025,7,11,1,62.70,Site,Glamour - Variação 2,Perfumaria,Glamour,Caleb Barbosa,AC,Outros
1468,2025-11-14 00:51:47,2025,11,14,3,369.45,Site,Base Mate - Variação 2,Maquiagem,Base Mate,Gael Pereira,GO,Outros
2070,2025-07-22 00:55:20,2025,7,22,4,847.76,Loja Física,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Luana Cavalcante,MS,Outros
2097,2025-05-04 06:16:06,2025,5,4,1,203.37,Loja Física,Glamour - Variação 1,Perfumaria,Glamour,Sara Aparecida,GO,Gmail User
1580,2025-08-24 05:54:58,2025,8,24,3,414.15,Site,Glamour - Variação 3,Perfumaria,Glamour,Bruno Novais,SE,Gmail User
